ID,Rooms,Area,Price,Afdeling,Adresse,Postnummer,Googlemaps,X koordinate,Y koordinate,Bolig link,Price/Area
120,3 vær.,126,9436,Afd. 44 Fiskergade,Fiskergade 90,8000 Århus C,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1543464500000000,10.2099895500000000",10.20998955,56.15434645,https://aarhusbolig.dk/afdelinger/?bolignr=1030&selskab=715&afdeling=44&antalrum=3,74.88888888888889
121,2 vær.,55,4752,Afd. 57 Ingerslevs Boulevard,Ingerslevs Boulevard 8,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1448083600000000,10.1956129100000000",10.19561291,56.14480836,https://aarhusbolig.dk/afdelinger/?bolignr=1002&selskab=715&afdeling=57&antalrum=2,86.4
122,2 vær.,57,4960,Afd. 57 Ingerslevs Boulevard,Ingerslevs Boulevard 8,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1448083600000000,10.1956129100000000",10.19561291,56.14480836,https://aarhusbolig.dk/afdelinger/?bolignr=1008&selskab=715&afdeling=57&antalrum=2,87.01754385964912
123,4 vær.,98,8118,Afd. 57 Ingerslevs Boulevard,Ingerslevs Boulevard 8,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1448083600000000,10.1956129100000000",10.19561291,56.14480836,https://aarhusbolig.dk/afdelinger/?bolignr=1009&selskab=715&afdeling=57&antalrum=4,82.83673469387755
124,4 vær.,104,7745,Afd. 57 Ingerslevs Boulevard,Ingerslevs Boulevard 8,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1448083600000000,10.1956129100000000",10.19561291,56.14480836,https://aarhusbolig.dk/afdelinger/?bolignr=1003&selskab=715&afdeling=57&antalrum=4,74.47115384615384
125,2 vær.,58,4040,Afd. 05 Teglgården,Teglværksgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1599543000000000,10.1986439000000000",10.1986439,56.1599543,https://aarhusbolig.dk/afdelinger/?bolignr=340&selskab=881&afdeling=5&antalrum=2,69.65517241379311
126,3 vær.,69,4506,Afd. 05 Teglgården,Teglværksgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1599543000000000,10.1986439000000000",10.1986439,56.1599543,https://aarhusbolig.dk/afdelinger/?bolignr=320&selskab=881&afdeling=5&antalrum=3,65.30434782608695
127,3 vær.,73,4661,Afd. 05 Teglgården,Teglværksgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1599543000000000,10.1986439000000000",10.1986439,56.1599543,https://aarhusbolig.dk/afdelinger/?bolignr=459&selskab=881&afdeling=5&antalrum=3,63.84931506849315
128,4 vær.,103,6115,Afd. 05 Teglgården,Teglværksgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1599543000000000,10.1986439000000000",10.1986439,56.1599543,https://aarhusbolig.dk/afdelinger/?bolignr=453&selskab=881&afdeling=5&antalrum=4,59.36893203883495
129,5 vær.,132,7124,Afd. 05 Teglgården,Teglværksgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1599543000000000,10.1986439000000000",10.1986439,56.1599543,https://aarhusbolig.dk/afdelinger/?bolignr=303&selskab=881&afdeling=5&antalrum=5,53.96969696969697
130,2 vær.,62,3982,Afd. 06 Ingerslevgården,Stadion Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1433926000000000,10.1951260000000000",10.195126,56.1433926,https://aarhusbolig.dk/afdelinger/?bolignr=702&selskab=881&afdeling=6&antalrum=2,64.2258064516129
131,3 vær.,83,5100,Afd. 06 Ingerslevgården,Stadion Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1433926000000000,10.1951260000000000",10.195126,56.1433926,https://aarhusbolig.dk/afdelinger/?bolignr=681&selskab=881&afdeling=6&antalrum=3,61.44578313253012
132,4 vær.,108,7224,Afd. 06 Ingerslevgården,Stadion Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1433926000000000,10.1951260000000000",10.195126,56.1433926,https://aarhusbolig.dk/afdelinger/?bolignr=601&selskab=881&afdeling=6&antalrum=4,66.88888888888889
133,2 vær.,57,4194,Afd. 07 Ringkøbingvej,Ringkøbingvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1571202000000000,10.1889316000000000|56.1576159000000000,10.1930780000000000",10.193078,56.1576159,https://aarhusbolig.dk/afdelinger/?bolignr=794&selskab=881&afdeling=7&antalrum=2,73.57894736842105
134,3 vær.,90,7023,Afd. 07 Ringkøbingvej,Ringkøbingvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1571202000000000,10.1889316000000000|56.1576159000000000,10.1930780000000000",10.193078,56.1576159,https://aarhusbolig.dk/afdelinger/?bolignr=789&selskab=881&afdeling=7&antalrum=3,78.03333333333333
135,1 vær.,47,3480,Afd. 08 Marselisgården I,Søndre Ringgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1431689000000000,10.1874761000000000",10.1874761,56.1431689,https://aarhusbolig.dk/afdelinger/?bolignr=156&selskab=881&afdeling=8&antalrum=1,74.04255319148936
136,1 vær.,47,3722,Afd. 08 Marselisgården I,Søndre Ringgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1431689000000000,10.1874761000000000",10.1874761,56.1431689,https://aarhusbolig.dk/afdelinger/?bolignr=35&selskab=881&afdeling=8&antalrum=1,79.19148936170212
137,2 vær.,64,4504,Afd. 08 Marselisgården I,Søndre Ringgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1431689000000000,10.1874761000000000",10.1874761,56.1431689,https://aarhusbolig.dk/afdelinger/?bolignr=145&selskab=881&afdeling=8&antalrum=2,70.375
138,2 vær.,75,5145,Afd. 08 Marselisgården I,Søndre Ringgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1431689000000000,10.1874761000000000",10.1874761,56.1431689,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=881&afdeling=8&antalrum=2,68.6
139,2 vær.,77,4535,Afd. 08 Marselisgården I,Søndre Ringgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1431689000000000,10.1874761000000000",10.1874761,56.1431689,https://aarhusbolig.dk/afdelinger/?bolignr=3&selskab=881&afdeling=8&antalrum=2,58.896103896103895
140,3 vær.,82,6192,Afd. 08 Marselisgården I,Søndre Ringgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1431689000000000,10.1874761000000000",10.1874761,56.1431689,https://aarhusbolig.dk/afdelinger/?bolignr=216&selskab=881&afdeling=8&antalrum=3,75.51219512195122
141,3 vær.,100,6400,Afd. 08 Marselisgården I,Søndre Ringgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1431689000000000,10.1874761000000000",10.1874761,56.1431689,https://aarhusbolig.dk/afdelinger/?bolignr=21&selskab=881&afdeling=8&antalrum=3,64.0
142,1 vær.,63,5180,Afd. 09 Viborggård,Viborgvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1605863000000000,10.1844530000000000",10.184453,56.1605863,https://aarhusbolig.dk/afdelinger/?bolignr=833&selskab=881&afdeling=9&antalrum=1,82.22222222222223
143,2 vær.,61,3898,Afd. 09 Viborggård,Viborgvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1605863000000000,10.1844530000000000",10.184453,56.1605863,https://aarhusbolig.dk/afdelinger/?bolignr=425&selskab=881&afdeling=9&antalrum=2,63.90163934426229
144,3 vær.,70,4340,Afd. 09 Viborggård,Viborgvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1605863000000000,10.1844530000000000",10.184453,56.1605863,https://aarhusbolig.dk/afdelinger/?bolignr=485&selskab=881&afdeling=9&antalrum=3,62.0
145,3 vær.,74,5128,Afd. 09 Viborggård,Viborgvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1605863000000000,10.1844530000000000",10.184453,56.1605863,https://aarhusbolig.dk/afdelinger/?bolignr=404&selskab=881&afdeling=9&antalrum=3,69.29729729729729
146,3 vær.,91,5322,Afd. 09 Viborggård,Viborgvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1605863000000000,10.1844530000000000",10.184453,56.1605863,https://aarhusbolig.dk/afdelinger/?bolignr=432&selskab=881&afdeling=9&antalrum=3,58.48351648351648
147,4 vær.,86,5043,Afd. 09 Viborggård,Viborgvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1605863000000000,10.1844530000000000",10.184453,56.1605863,https://aarhusbolig.dk/afdelinger/?bolignr=731&selskab=881&afdeling=9&antalrum=4,58.63953488372093
148,4 vær.,123,7711,Afd. 09 Viborggård,Viborgvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1605863000000000,10.1844530000000000",10.184453,56.1605863,https://aarhusbolig.dk/afdelinger/?bolignr=495&selskab=881&afdeling=9&antalrum=4,62.6910569105691
149,5 vær.,102,7604,Afd. 09 Viborggård,Viborgvej,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1605863000000000,10.1844530000000000",10.184453,56.1605863,https://aarhusbolig.dk/afdelinger/?bolignr=861&selskab=881&afdeling=9&antalrum=5,74.54901960784314
150,1 vær.,44,3306,Afd. 21 Langenæs I,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1425969000000000,10.1846781000000000",10.1846781,56.1425969,https://aarhusbolig.dk/afdelinger/?bolignr=572&selskab=881&afdeling=21&antalrum=1,75.13636363636364
151,2 vær.,67,4363,Afd. 21 Langenæs I,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1425969000000000,10.1846781000000000",10.1846781,56.1425969,https://aarhusbolig.dk/afdelinger/?bolignr=571&selskab=881&afdeling=21&antalrum=2,65.11940298507463
152,3 vær.,83,5257,Afd. 21 Langenæs I,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1425969000000000,10.1846781000000000",10.1846781,56.1425969,https://aarhusbolig.dk/afdelinger/?bolignr=502&selskab=881&afdeling=21&antalrum=3,63.33734939759036
153,4 vær.,95,5964,Afd. 21 Langenæs I,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1425969000000000,10.1846781000000000",10.1846781,56.1425969,https://aarhusbolig.dk/afdelinger/?bolignr=501&selskab=881&afdeling=21&antalrum=4,62.77894736842105
154,5 vær.,108,6604,Afd. 21 Langenæs I,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1425969000000000,10.1846781000000000",10.1846781,56.1425969,https://aarhusbolig.dk/afdelinger/?bolignr=709&selskab=881&afdeling=21&antalrum=5,61.148148148148145
155,1 vær.,43,3462,Afd. 22 Langenæs II,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1413717000000000,10.1799393000000000",10.1799393,56.1413717,https://aarhusbolig.dk/afdelinger/?bolignr=776&selskab=881&afdeling=22&antalrum=1,80.51162790697674
156,2 vær.,67,5289,Afd. 22 Langenæs II,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1413717000000000,10.1799393000000000",10.1799393,56.1413717,https://aarhusbolig.dk/afdelinger/?bolignr=775&selskab=881&afdeling=22&antalrum=2,78.94029850746269
157,3 vær.,82,7197,Afd. 22 Langenæs II,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1413717000000000,10.1799393000000000",10.1799393,56.1413717,https://aarhusbolig.dk/afdelinger/?bolignr=797&selskab=881&afdeling=22&antalrum=3,87.76829268292683
158,4 vær.,95,7839,Afd. 22 Langenæs II,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1413717000000000,10.1799393000000000",10.1799393,56.1413717,https://aarhusbolig.dk/afdelinger/?bolignr=798&selskab=881&afdeling=22&antalrum=4,82.51578947368421
159,5 vær.,106,7464,Afd. 22 Langenæs II,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1413717000000000,10.1799393000000000",10.1799393,56.1413717,https://aarhusbolig.dk/afdelinger/?bolignr=829&selskab=881&afdeling=22&antalrum=5,70.41509433962264
160,1 vær.,63,5076,Afd. 25 Klostervangen,Langelandsgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1617210100000000,10.1985713800000000|56.1628970000000000,10.1968489000000000",10.196848899999999,56.162897,https://aarhusbolig.dk/afdelinger/?bolignr=232&selskab=881&afdeling=25&antalrum=1,80.57142857142857
161,2 vær.,75,5483,Afd. 25 Klostervangen,Langelandsgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1617210100000000,10.1985713800000000|56.1628970000000000,10.1968489000000000",10.196848899999999,56.162897,https://aarhusbolig.dk/afdelinger/?bolignr=11&selskab=881&afdeling=25&antalrum=2,73.10666666666667
162,3 vær.,84,6237,Afd. 25 Klostervangen,Langelandsgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1617210100000000,10.1985713800000000|56.1628970000000000,10.1968489000000000",10.196848899999999,56.162897,https://aarhusbolig.dk/afdelinger/?bolignr=23&selskab=881&afdeling=25&antalrum=3,74.25
163,4 vær.,94,6676,Afd. 25 Klostervangen,Langelandsgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1617210100000000,10.1985713800000000|56.1628970000000000,10.1968489000000000",10.196848899999999,56.162897,https://aarhusbolig.dk/afdelinger/?bolignr=12&selskab=881&afdeling=25&antalrum=4,71.02127659574468
164,1 vær.,54,4462,Afd. 29 Højhuset Langenæs,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1428850000000000,10.1855223000000000",10.1855223,56.142885,https://aarhusbolig.dk/afdelinger/?bolignr=905&selskab=881&afdeling=29&antalrum=1,82.62962962962963
165,2 vær.,85,6540,Afd. 29 Højhuset Langenæs,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1428850000000000,10.1855223000000000",10.1855223,56.142885,https://aarhusbolig.dk/afdelinger/?bolignr=903&selskab=881&afdeling=29&antalrum=2,76.94117647058823
166,3 vær.,118,8182,Afd. 29 Højhuset Langenæs,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1428850000000000,10.1855223000000000",10.1855223,56.142885,https://aarhusbolig.dk/afdelinger/?bolignr=906&selskab=881&afdeling=29&antalrum=3,69.33898305084746
167,4 vær.,117,8545,Afd. 29 Højhuset Langenæs,Langenæs Alle,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1428850000000000,10.1855223000000000",10.1855223,56.142885,https://aarhusbolig.dk/afdelinger/?bolignr=904&selskab=881&afdeling=29&antalrum=4,73.03418803418803
168,2 vær.,64,4605,Afd. 60 Frederiksbjerg-bo,Max Müllers Gade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1456210000000000,10.1917510000000000|56.1456783000000000,10.1900017000000000",10.1900017,56.1456783,https://aarhusbolig.dk/afdelinger/?bolignr=148&selskab=881&afdeling=60&antalrum=2,71.953125
169,3 vær.,68,4700,Afd. 60 Frederiksbjerg-bo,Max Müllers Gade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1456210000000000,10.1917510000000000|56.1456783000000000,10.1900017000000000",10.1900017,56.1456783,https://aarhusbolig.dk/afdelinger/?bolignr=202&selskab=881&afdeling=60&antalrum=3,69.11764705882354
170,3 vær.,82,5151,Afd. 60 Frederiksbjerg-bo,Max Müllers Gade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1456210000000000,10.1917510000000000|56.1456783000000000,10.1900017000000000",10.1900017,56.1456783,https://aarhusbolig.dk/afdelinger/?bolignr=154&selskab=881&afdeling=60&antalrum=3,62.81707317073171
171,4 vær.,117,5882,Afd. 60 Frederiksbjerg-bo,Max Müllers Gade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1456210000000000,10.1917510000000000|56.1456783000000000,10.1900017000000000",10.1900017,56.1456783,https://aarhusbolig.dk/afdelinger/?bolignr=226&selskab=881&afdeling=60&antalrum=4,50.27350427350427
172,5 vær.,127,7086,Afd. 60 Frederiksbjerg-bo,Max Müllers Gade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1456210000000000,10.1917510000000000|56.1456783000000000,10.1900017000000000",10.1900017,56.1456783,https://aarhusbolig.dk/afdelinger/?bolignr=113&selskab=881&afdeling=60&antalrum=5,55.79527559055118
173,6 vær.,126,11148,Afd. 60 Frederiksbjerg-bo,Max Müllers Gade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1456210000000000,10.1917510000000000|56.1456783000000000,10.1900017000000000",10.1900017,56.1456783,https://aarhusbolig.dk/afdelinger/?bolignr=403&selskab=881&afdeling=60&antalrum=6,88.47619047619048
174,1 vær.,63,5530,Afd. 72 Nygade,Nygade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1581510000000000,10.2037680000000000",10.203768,56.158151,https://aarhusbolig.dk/afdelinger/?bolignr=10&selskab=881&afdeling=72&antalrum=1,87.77777777777777
175,2 vær.,72,6400,Afd. 72 Nygade,Nygade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1581510000000000,10.2037680000000000",10.203768,56.158151,https://aarhusbolig.dk/afdelinger/?bolignr=6&selskab=881&afdeling=72&antalrum=2,88.88888888888889
176,3 vær.,88,7703,Afd. 72 Nygade,Nygade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1581510000000000,10.2037680000000000",10.203768,56.158151,https://aarhusbolig.dk/afdelinger/?bolignr=59&selskab=881&afdeling=72&antalrum=3,87.5340909090909
177,4 vær.,89,8668,Afd. 72 Nygade,Nygade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1581510000000000,10.2037680000000000",10.203768,56.158151,https://aarhusbolig.dk/afdelinger/?bolignr=52&selskab=881&afdeling=72&antalrum=4,97.3932584269663
178,5 vær.,137,11917,Afd. 72 Nygade,Nygade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1581510000000000,10.2037680000000000",10.203768,56.158151,https://aarhusbolig.dk/afdelinger/?bolignr=42&selskab=881&afdeling=72&antalrum=5,86.98540145985402
179,1 vær.,53,4976,Afd. 73 Fænøgade/Graven/Volden,Fænøgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1581713000000000,10.2085969000000000|56.1615383000000000,10.2080960000000000",10.208096,56.1615383,https://aarhusbolig.dk/afdelinger/?bolignr=1&selskab=881&afdeling=73&antalrum=1,93.88679245283019
180,2 vær.,70,6456,Afd. 73 Fænøgade/Graven/Volden,Fænøgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1581713000000000,10.2085969000000000|56.1615383000000000,10.2080960000000000",10.208096,56.1615383,https://aarhusbolig.dk/afdelinger/?bolignr=6&selskab=881&afdeling=73&antalrum=2,92.22857142857143
181,3 vær.,74,7334,Afd. 73 Fænøgade/Graven/Volden,Fænøgade,8000  Århus C.,"https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAPZi-HwfGiwUjTaeq6rLhvH3yX8wtxDkw&zoom=15&size=600x600&markers=color:blue|label:A |56.1581713000000000,10.2085969000000000|56.1615383000000000,10.2080960000000000",10.208096,56.1615383,https://aarhusbolig.dk/afdelinger/?bolignr=12&selskab=881&afdeling=73&antalrum=3,99.10810810810811
